parent,distance,keytag,importance,biz_ext,type,photos,building,typecode,shopinfo,poiweight,adname,featured_reviews_remake,tel,id,address,space_num,pname,biz_type,cityname,childtype,atag,name,location,shopid,favorite_num,featured_reviews,category,query_grid_id,page
B0FFGVYD6D,[],烧烤,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],029-89332269,B0KR55W0MI,益田假日世界购物中心5层(朝阳门地铁站出入口旁),[],陕西省,diner,西安市,202,"单人餐,烤肉",秦炉(西安益田假日世界购物中心店),"108.973415,34.268986",[],[],[],catering,618,1
B0FFGVYD6D,[],自助餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],029-83212694,B0JR5MX0VN,西安益田假日世界购物中心,[],陕西省,diner,西安市,201,"碳烤大虾,雪花牛上脑,芥末章鱼,大鲍鱼,极品牛肋排,香辣肥肠,超人气牛五花,澳洲和牛M7卡努比,鳗鱼饭,榴莲糯米饭,牛胸口（有点肥）,澳洲和牛M5卡努比,厚切猪五花,招牌横膈膜,烤榴莲,牛肉拌饭,雪花牛肋条,眼肉盖,鳗鱼寿司,虾滑,大生蚝,芝士焗红薯,鸡翅,厚切牛板腱,烤肉,烧肉",烤古道今烧肉自助店(益田假日店),"108.974210,34.268828",[],[],[],catering,618,1
B0FFGVYD6D,[],烧烤,[],[],餐饮服务;中餐厅;清真菜馆,[],[],050121,0,[],新城区,[],029-83220787;15332696530,B0L31HUERW,长乐西路166号益田假日世界L5-29号,[],陕西省,diner,西安市,202,"烤全鱼,新疆炒米粉",马有鱼·馕坑烤全鱼(朝阳门益田店),"108.973791,34.268947",[],[],[],catering,618,2
B0FFGVYD6D,[],冰淇淋,[],[],餐饮服务;冷饮店;冷饮店,[],[],050700,0,[],新城区,[],4009870870,B0FFIR2YP5,长乐西路166号益田假日世界1层,[],陕西省,diner,西安市,201,"灵龙献瑞外带冰淇淋,掌心玫瑰·花神,外带冰淇淋,名媛可可,伯爵热巧克力,700克小王子蛋糕冰淇淋,700克看海呀蛋糕冰淇淋,牛乳,柠檬水,下午茶,椰子",哈根达斯(西安益田假日世界购物中心店),"108.973895,34.269186",[],[],[],catering,618,2
B0FFGVYD6D,[],虾蟹火锅,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,0,[],新城区,[],19909655073,B0J6SG4SVI,长乐路166号益田假日世界购物中心5楼,[],陕西省,diner,西安市,201,双人餐,李想大虾火锅(西安益田假日世界购物中心店),"108.973333,34.269035",[],[],[],catering,618,2
[],[],小吃快餐,[],[],餐饮服务;快餐厅;快餐厅,[],[],050300,0,[],碑林区,[],13299062886;18629655126,B0FFF657T6,北郭门与永乐路交叉路口南侧(北廓门小区西北侧),[],陕西省,diner,西安市,[],"双人餐,单人餐",清真马家包子店,"108.974992,34.266845",[],[],[],catering,618,2
B0FFGVYD6D,[],火锅,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,0,[],新城区,[],13243137515;18049656605,B0L0OBIG8S,"长乐西路益田假日世界购物中心5楼夜市通道从北门进入,乘坐3号电梯到五楼",[],陕西省,diner,西安市,202,[],巴奴毛肚火锅(西安益田假日世界店),"108.973825,34.269025",[],[],[],catering,618,2
[],[],小吃快餐,[],[],餐饮服务;快餐厅;快餐厅,[],[],050300,0,[],碑林区,[],18706768135,B0L0FZ0WQM,永乐路98号(朝阳门地铁站B口向南进永乐路300米临街铺面),[],陕西省,diner,西安市,[],[],蛋黄南瓜麻花,"108.975008,34.266970",[],[],[],catering,618,2
[],[],中式快餐,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],18182677625,B0J15X4DB8,永乐小区西1门旁(朝阳门地铁站出入口步行320米),[],陕西省,diner,西安市,[],[],罗超平快餐店,"108.975103,34.267244",[],[],[],catering,618,2
[],[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],碑林区,[],18802999315,B0JB1H9DWU,永乐路96号,[],陕西省,diner,西安市,[],[],慈悯楼风干麻辣鸡,"108.975151,34.266923",[],[],[],catering,618,2
B0FFGVYD6D,[],酸奶,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],17708343132,B0KG0GC35H,长乐西路166号益田假日世界购物中心L5-19,[],陕西省,diner,西安市,201,芝士,酸奶罐罐(西安新城益田假日店),"108.973942,34.268946",[],[],[],catering,618,2
B0FFGVYD6D,[],自助餐,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,0,[],新城区,[],18791732551,B0LRBRNZ7T,长乐西路166号西安益田假日世界购物中心L5层,[],陕西省,diner,西安市,202,自助小火锅,韩熙熙自助小火锅(朝阳门益田店),"108.973712,34.269142",[],[],[],catering,618,2
B0FFGVYD6D,[],日本料理,[],[],餐饮服务;外国餐厅;日本料理,[],[],050202,0,[],新城区,[],13227730727,B0FFLIKS62,长乐西路166号益田假日世界购物中心L5层,[],陕西省,diner,西安市,202,"火炙蟹肉,炸虾排咖喱蛋包饭套餐,牛腩咖喱蛋包饭套餐,蔬菜咖喱蛋包饭套餐,炸鸡块咖喱蛋包饭套餐,炸鸡块咖喱乌冬面套餐,机动都市阿尔法联名,大虾,寿司,小龙虾,提拉米苏,肥牛,沙拉,金针菇,鸡腿",池奈·日式咖喱蛋包饭,"108.973335,34.268940",[],[],[],catering,618,2
B0FFGVYD6D,[],面馆,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],17791357911,B0M66ZASU5,长乐西路166号西安益田假日世界购物中心L5层,[],陕西省,diner,西安市,202,单人餐,超享乐剁椒面(朝阳门益田店),"108.974327,34.269003",[],[],[],catering,618,2
B0FFGVYD6D,[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],15291929532,B0FFHWKMJ1,长乐西路166号益田假日世界5楼17号,[],陕西省,diner,西安市,201,"掌中宝,香香鸡",继光香香鸡(西安益田假日世界店),"108.974232,34.269022",[],[],[],catering,618,2
B0FFGVYD6D,[],奶茶/茶饮,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],17789105323,B0LG075N24,长乐西路街道长乐西路166号益田假日世界购物中心L3-13号商铺,[],陕西省,diner,西安市,202,[],元气满满(益田店),"108.973475,34.269225",[],[],[],catering,618,2
B0FFGVYD6D,[],川菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],18992039535,B0L0F76DEV,L6-02b(朝阳门地铁站出入口旁),[],陕西省,diner,西安市,202,[],花宝街石锅鸡公煲(益田假日世界店,"108.973609,34.269196",[],[],[],catering,618,2
B0FFGVYD6D,[],川菜,[],[],餐饮服务;中餐厅;四川菜(川菜),[],[],050102,0,[],新城区,[],029-82569936,B0JG3D2KVM,长乐西路166号益田假日世界购物中心L5层,[],陕西省,diner,西安市,201,"拌饭,酸菜鱼,青椒,磁器口毛血旺,经典鱼香肉丝,锅气麻婆豆腐,豆腐,麻婆豆腐,招牌山城酸菜鱼",王多渝砂锅川菜(朝阳门益田假日店),"108.973791,34.269195",[],[],[],catering,618,2
B0FFGVYD6D,[],川菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],18392995294,B0G3TUNXEU,长乐西路166号朝阳益田国际广场5楼,[],陕西省,diner,西安市,201,烤鱼,探鱼·鲜青椒爽麻烤鱼(西安益田假日世界店),"108.974093,34.268925",[],[],[],catering,618,2
[],[],烤鸭,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],碑林区,[],15825556788;18049582115,B0GRNS93Z1,永乐路386号,[],陕西省,diner,西安市,[],茶油烤鸭,尚聚旺茶油烤鸭(西安总店),"108.975274,34.266947",[],[],[],catering,618,2
B0FFGVYD6D,[],冰淇淋,[],[],餐饮服务;冷饮店;冷饮店,[],[],050700,0,[],新城区,[],029-82298288,B0KA2UG67U,长乐西路166号西安益田假日世界店L5-26,[],陕西省,diner,西安市,202,"棉花糖,小蛋糕",DQ·蛋糕·冰淇淋(西安益田假日世界店),"108.974168,34.268961",[],[],[],catering,618,2
B0FFGVYD6D,[],四川火锅,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,1,[],新城区,[],029-83266160;15389272470,B0FFJHBAL6,益田假日世界购物中心L6-05,[],陕西省,diner,西安市,201,"肥牛,毛肚,牛油,麻辣牛肉",峨眉印象火锅,"108.974606,34.269260",[],[],[],catering,618,2
B0FFGVYD6D,[],日式快餐,[],[],餐饮服务;外国餐厅;日本料理,[],[],050202,0,[],新城区,[],17389180349,B0IGHLF5HJ,长乐西路166号益田假日5层L5-22,[],陕西省,diner,西安市,201,"炙烤虾兵套餐,三文鱼刺身,经典章鱼烧,知渔好蟹套餐,金枪鱼沙拉卷,寿司",池田寿司·新鲜现做(益田假日店),"108.974170,34.269095",[],[],[],catering,618,2
[],[],小吃快餐,[],[],餐饮服务;快餐厅;快餐厅,[],[],050300,1,[],碑林区,[],18167072694,B0G2T167DH,长乐坊街道北郭门小区红霞凉皮,[],陕西省,diner,西安市,[],[],红霞凉皮,"108.975172,34.266803",[],[],[],catering,618,2
B0FFGVYD6D,[],"餐饮服务,餐饮相关场所,餐饮相关",[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],13186150715,B0IDCLK3XM,长乐西路166号西安益田假日世界购物中心L5层,[],陕西省,diner,西安市,202,排骨,小叔公排骨(朝阳门益田假日店),"108.973698,34.269139",[],[],[],catering,618,2
B0FFGVYD6D,[],融合菜,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],17791299549,B0L04RYDSR,长乐西路166号益田假日世界6层,[],陕西省,diner,西安市,202,融合菜,亿长安·川派融合菜,"108.973953,34.269055",[],[],[],catering,618,2
B0FFGVYD6D,[],咖啡,[],[],餐饮服务;咖啡厅;咖啡厅,[],[],050500,0,[],新城区,[],029-82295929,B0J3GU6A7J,西安益田假日世界购物中心(朝阳门地铁站出入口旁),[],陕西省,diner,西安市,201,[],知一咖啡(西安益田假日世界购物中心店),"108.973874,34.268944",[],[],[],catering,618,2
B0FFGVYD6D,[],云南菜,[],[],餐饮服务;中餐厅;湖南菜(湘菜),[],[],050108,0,[],新城区,[],18710495238;19164723233,B0L6RD32FZ,西安益田假日世界购物中心(朝阳门地铁站出入口旁),[],陕西省,diner,西安市,202,"香茅草烤鱼,香茅草烤罗非,双人餐",山野云南厨房,"108.973978,34.269200",[],[],[],catering,618,3
[],[],小吃快餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],碑林区,[],18400978339,B0JU2CF1VV,永乐路附88号(朝阳门地铁站出入口步行450米),[],陕西省,diner,西安市,[],"元宝混沌,缸子米线,手工米皮,米线,手工米皮,普通肉夹馍",洪瑞米皮,"108.976131,34.266914",[],[],[],catering,618,3
B0FFGVYD6D,[],川菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],029-82695827,B0ID5DMVN3,西安益田假日世界购物中心(朝阳门地铁站出入口旁),[],陕西省,diner,西安市,201,"肉末麻婆豆腐,双人餐,毛血旺",朝花里川菜小馆(朝阳门益田假日店),"108.974155,34.269209",[],[],[],catering,618,3
[],[],小火锅,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],碑林区,[],13547194031,B0FFF657JH,永乐路346号,[],陕西省,diner,西安市,[],重庆小火锅,巴蜀重庆小火锅(永乐路店),"108.976072,34.266921",[],[],[],catering,618,3
B0FFGVYD6D,[],中餐,[],[],餐饮服务;中餐厅;特色/地方风味餐厅,[],[],050118,0,[],新城区,[],029-83659787,B0FFIQGR7D,长乐西路益田假日世界六楼,[],陕西省,diner,西安市,201,"虾仁,韭菜",饺满天下水饺(西安益田假日世界购物中心店),"108.973379,34.269017",[],[],[],catering,618,3
B0FFGVYD6D,[],湘菜,[],[],餐饮服务;中餐厅;湖南菜(湘菜),[],[],050108,0,[],新城区,[],029-82696250,B0HBAYM9C6,西安益田假日世界购物中心(朝阳门地铁站出入口旁),[],陕西省,diner,西安市,202,"小锅现蒸米饭,小炒黄牛肉,辣炒金钱蛋,长沙臭豆腐,酸辣鸡胗,湘西辣子鸡,辣椒炒肉,豆腐,辣子鸡,素菜,臭豆腐,酸菜鱼",兰湘子·湘菜小炒(西安朝阳门益田假日店),"108.973889,34.269076",[],[],[],catering,618,3
B0FFGVYD6D,[],自助餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],029-82462306;18161958309,B0LAXRYZVY,长乐西路166号益田假日购物中心L5,[],陕西省,diner,西安市,202,[],汉熙山放题自助(益田假日店),"108.973975,34.269225",[],[],[],catering,618,3
B0FFGVYD6D,[],江浙菜,[],[],餐饮服务;中餐厅;浙江菜,[],[],050106,0,[],新城区,[],029-82282203,B0LKRZ6NBR,长乐西路166号益田假日世界购物中心5层L5-02号,[],陕西省,diner,西安市,202,[],绿茶餐厅(西安朝阳门益田店),"108.973953,34.269055",[],[],[],catering,618,3
B0FFGVYD6D,[],虾蟹火锅,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,0,[],新城区,[],17391156721,B0G2KKQ3RN,西安益田假日世界购物中心,[],陕西省,diner,西安市,202,双人餐,大叔的虾(益田假日世界购物中心店),"108.974497,34.268740",[],[],[],catering,618,3
[],[],饺子,[],[],餐饮服务;中餐厅;特色/地方风味餐厅,[],[],050118,0,[],碑林区,[],15291863118;15319794325,B0FFG832W6,中国石油陕西销售公司家属院西门旁,[],陕西省,diner,西安市,[],[],香满园手工饺子馆,"108.974902,34.265435",[],[],[],catering,618,3
B0FFGVYD6D,[],奶茶/茶饮,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],17392550062,B0KKAUTDGU,环城东路北段77号(朝阳门地铁站出入口步行270米),[],陕西省,diner,西安市,202,"春回·樱花吸吸冻,满分浓抹珍珠,奶油苹果（圣诞限定款）,双皮奶",爷爷不泡茶NOYEYENOTEA(西安朝阳门益田假日店),"108.973607,34.269058",[],[],[],catering,618,3
B0FFGVYD6D,[],烧仙草,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],18309287076,B0GU7MEMTN,益田假日世界购物中心六楼,[],陕西省,diner,西安市,202,[],书亦烧仙草(西安益田假日世界购物中心店),"108.973554,34.269047",[],[],[],catering,618,3
B0FFGVYD6D,[],火锅,[],[],餐饮服务;中餐厅;火锅店,[],[],050117,0,[],新城区,[],029-83229982,B0IA35XAGL,西安益田假日世界购物中心(朝阳门地铁站出入口旁),[],陕西省,diner,西安市,201,"潮汕牛肉火锅,素菜,牛肉",功夫牛侠潮汕牛肉火锅(益田假日世界购物中心),"108.973462,34.269134",[],[],[],catering,618,3
B001D06D2Q,[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],18220522928,B0JAKZGHVG,永乐路360号(朝阳门地铁站出入口步行400米),[],陕西省,diner,西安市,320,[],郑记要德鱼庄(永乐小区店),"108.975406,34.267108",[],[],[],catering,618,3
[],[],烧鸡,[],[],餐饮服务;快餐厅;快餐厅,[],[],050300,0,[],碑林区,[],13992870139,B0FFK9DLCE,北廓门小区西北门旁,[],陕西省,diner,西安市,[],道口烧鸡,张氏道口烧鸡(北廓门小区店),"108.974980,34.266712",[],[],[],catering,618,3
B0FFGVYD6D,[],饮品,[],[],餐饮服务;冷饮店;冷饮店,[],[],050700,1,[],新城区,[],029-82287001;17792912679;18782932511,B0GKYBG2PS,长乐西路166号益田假日世界L5-24B号,[],陕西省,diner,西安市,201,[],1点点(益田假日朝阳门店),"108.974233,34.268998",[],[],[],catering,618,3
B0FFGVYD6D,[],特色小吃,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],15619677310;17855118228,B0LKAD8U3J,益田假日北广场朝阳东市N15,[],陕西省,diner,西安市,202,面皮,面皮侠益田假日广场店,"108.973738,34.269619",[],[],[],catering,618,3
B0FFGVYD6D,[],熟食,[],[],餐饮服务;快餐厅;快餐厅,[],[],050300,0,[],新城区,[],15691759966,B0FFLEO8S7,长乐西路166号西安益田假日世界五层L5-D-5号商铺,[],陕西省,diner,西安市,202,虎皮凤爪,周黑鸭(西安益田假日世界店),"108.973607,34.269058",[],[],[],catering,618,3
B001D090OU,[],面包,[],[],餐饮服务;糕饼店;糕饼店,[],[],050800,0,[],碑林区,[],15609285189,B0FFF657SO,孟家巷小区16号楼6幢1102号,[],陕西省,diner,西安市,320,"四季风情,甜蜜清新,草莓果园,森林果园,樱桃森林,水果家园,水出芙蓉,樱桃小嘴,水果蛋糕,蓝莓鲜果,爱上巧克力,幸福时刻,果味柠檬,果园扇盘,黑森林,蓝莓之恋,甜蜜幸福,鲜果果仁,幸福,西饼屋",麦芝香西饼屋(安仁坊店),"108.975144,34.265336",[],[],[],catering,618,3
B0FFGVYD6D,[],鱼火锅,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],18292046306,B0JGMS4JE1,长乐西路166号西安益田假日世界购物中心L6层,[],陕西省,diner,西安市,202,"招牌黑鱼片,爆汁小鱼丸,青花椒锅,椒麻鱼,爆麻鱼,无刺雪花鱼,单人餐,双人餐",椒麻二爆麻鱼,"108.974024,34.269226",[],[],[],catering,618,3
B0FFGVYD6D,[],小吃快餐,[],[],餐饮服务;快餐厅;快餐厅,[],[],050300,0,[],新城区,[],[],B0IAOD09ZP,长乐西路166号朝阳国际广场6层L6CY-13,[],陕西省,diner,西安市,202,[],夸父炸串(益田假日世界店),"108.973723,34.269101",[],[],[],catering,618,3
B0FFGVYD6D,[],奶茶/茶饮,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],17795714458,B0FFMBCEVN,西安益田假日世界购物中心,[],陕西省,diner,西安市,201,"葡玉问墨,长安荔枝,桂花引标杯,桂花引大杯,南山烟雨,梅占摇红,桂花引,果茶",茶话弄(西安益田假日店),"108.973990,34.269093",[],[],[],catering,618,3
B0FFGVYD6D,[],油炸,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],13279306908;15339250149,B0JGUSDMDP,益田假日北广场朝阳东市N16,[],陕西省,diner,西安市,202,炸串,馋小猫炸串(朝阳门益田假日广场店),"108.973898,34.269631",[],[],[],catering,618,3
B0FFGVYD6D,[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],[],B0L1US3P23,长乐西路166号益田假日世界L4-37号,[],陕西省,diner,西安市,202,"牛肉蔬菜汤面,田园时蔬胚芽米粥,多肉蔬菜蛋蛋饼,营养颜值鳕鱼烩饭,山楂小葫芦,绿满田圆饼,婴幼儿苹果汁,招牌牛肉胡萝卜烩饭,炫彩童趣棒棒糖,鳕鱼",佳儿萌豆儿童辅食餐厅(益田假日店),"108.973802,34.269106",[],[],[],catering,618,3
B0FFGVYD6D,[],饮品,[],[],餐饮服务;冷饮店;冷饮店,[],[],050700,1,[],新城区,[],17868889870;18168819555,B0FFM8RXZC,长乐西路益田假日世界l5-23,[],陕西省,diner,西安市,202,果茶,八度鲜芒(朝阳门益田店),"108.974216,34.269094",[],[],[],catering,618,3
B0FFGVYD6D,[],酸奶,[],[],餐饮服务;冷饮店;冷饮店,[],[],050700,0,[],新城区,[],18189138224,B0FFIDG6WB,长乐西路166号西安益田假日世界购物中心L6层,[],陕西省,diner,西安市,202,"黄皮,酸奶紫米露",一只酸奶牛(益田假日店),"108.974292,34.269106",[],[],[],catering,618,4
[],[],面馆,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],碑林区,[],[],B0FFF658SV,中国石油陕西销售公司家属院西门旁,[],陕西省,diner,西安市,[],裤带面,正宗裤带面(北郭门店),"108.974911,34.265629",[],[],[],catering,618,4
B0FFGVYD6D,[],蛋糕店,[],[],餐饮服务;糕饼店;糕饼店,[],[],050800,0,[],新城区,[],15829634987,B0LR7HIITG,长乐西路166号益田假日一楼,[],陕西省,diner,西安市,202,[],辛一手作糕点,"108.973953,34.269055",[],[],[],catering,618,4
B0FFGVYD6D,[],面馆,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],13324571747,B0L1HHWZ8Y,长乐西路166号西安益田假日世界L618号商铺,[],陕西省,diner,西安市,202,"[福利,红豆酒酿,[C01福利,招牌3选1单人餐",熊麻婆现炒浇头面·饭(西安朝阳门益田假日店),"108.973953,34.269055",[],[],[],catering,618,4
B0FFGVYD6D,[],奶茶/茶饮,[],[],餐饮服务;冷饮店;冷饮店,[],[],050700,0,[],新城区,[],17319949549,B0JRTSVX2T,丈八街办锦业路7号益田假日里B1-25d,[],陕西省,diner,西安市,201,双人餐,柠季·手打柠檬茶(西安新城益田假日世界购物中心店),"108.974044,34.269131",[],[],[],catering,618,4
B0FFGVYD6D,[],奶茶/茶饮,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],18165351557,B0I0AS4OTF,长乐西路166号,[],陕西省,diner,西安市,201,"春宴·樱花乌龙,夏梦,桂馥兰香,桂子飘香,春山·樱花乌龙,伯牙绝弦,梦玫珑,组合,海洋电解柠檬茶,春日桃桃,花田乌龙,清凉因子柠檬茶,夏梦玫珑,青青糯山,下午茶,柠檬茶",霸王茶姬(益田假日世界店),"108.973754,34.269090",[],[],[],catering,618,4
[],[],烧鸡,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],碑林区,[],13571865596,B0ID7RSTAH,北郭门与孟家巷交叉口西北20米,[],陕西省,diner,西安市,[],八珍,八珍香卤肉烧鸡凉菜店,"108.974940,34.266328",[],[],[],catering,618,4
B001D06D2Q,[],农家菜,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],碑林区,[],15936270062,B0FFG832GS,永乐路386号,[],陕西省,diner,西安市,320,[],粱记农家馍(永乐小区店),"108.975247,34.266947",[],[],[],catering,618,4
[],[],北京菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],碑林区,[],18629636661,B0LUORKHXU,北郭门与永乐路交叉口往东十米,[],陕西省,diner,西安市,[],北京烤鸭,福德顺北京烤鸭,"108.975528,34.266928",[],[],[],catering,618,4
B0FFGVYD6D,[],"餐饮服务,餐饮相关场所,餐饮相关",[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],[],B0MB2607RD,长乐西路166号西安益田假日世界购物中心L6层,[],陕西省,diner,西安市,202,[],陈记蓝田印象(益田假日世界购物中心店),"108.974270,34.268953",[],[],[],catering,618,4
[],[],中餐,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,1,[],新城区,[],029-87420259,B0I3PUHVEF,朝阳门外南环城公园内,[],陕西省,diner,西安市,[],[],融园小院(梅花园店),"108.971361,34.269551",[],[],[],catering,618,4
B001D0715C,[],海南菜,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],18392186227,B0K0BRR91X,朝阳门长乐西路398号西部商贸中心,[],陕西省,diner,西安市,202,双人餐,玫园居新派陕南菜,"108.976083,34.269583",[],[],[],catering,618,4
[],[],清真菜,[],[],餐饮服务;中餐厅;清真菜馆,[],[],050121,1,[],新城区,[],17629251371,B001D14WNB,永乐路328号(朝阳门地铁站C东南口步行480米),[],陕西省,diner,西安市,[],[],正宗兰州牛肉拉面(搪瓷南巷),"108.975090,34.267179",[],[],[],catering,618,4
B0FFGVYD6D,[],铁板烧,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],13072917546;18700197765,B0LRZD1H1V,长乐西路166号西安益田假日世界购物中心L6层,[],陕西省,diner,西安市,202,铁板鸭肠,鸭小帅铁板鸭肠夹馍(益田假日店),"108.973725,34.269125",[],[],[],catering,618,4
B0FFGVYD6D,[],米粉,[],[],餐饮服务;餐饮相关场所;餐饮相关,[],[],050000,0,[],新城区,[],[],B0K0S51JML,长乐西路166号西安益田假日世界购物中心L6层,[],陕西省,diner,西安市,202,牛肉米粉,霸舌生滚牛肉米粉(益田假日中心店),"108.973715,34.269145",[],[],[],catering,618,4
B001D06D2Q,[],麻辣烫,[],[],餐饮服务;中餐厅;中餐厅,[],[],050100,0,[],新城区,[],[],B0LUXAJRQB,永乐路201号永乐小区,[],陕西省,diner,西安市,320,[],黏糊糊东北麻辣烫,"108.975780,34.267109",[],[],[],catering,618,4
[],[],海鲜,[],[],餐饮服务;中餐厅;浙江菜,[],[],050106,0,[],新城区,[],[],B0M6649VF3,搪瓷南巷与永乐路交叉口北100米,[],陕西省,diner,西安市,[],[],大佬馆海鲜,"108.974908,34.267799",[],[],[],catering,618,4
B0FFGVYD6D,[],自助餐,[],[],餐饮服务;外国餐厅;韩国料理,[],[],050203,0,[],新城区,[],17782736737,B0L1K5U5CC,长乐西路西安益田假日世界L6-06,[],陕西省,diner,西安市,202,烤肉,阿亲家.韩式无限烤肉(西安益田假日店),"108.973742,34.269185",[],[],[],catering,618,4
B0FFGVYD6D,[],西式快餐,[],[],餐饮服务;快餐厅;麦当劳,[],[],050302,0,[],新城区,[],[],B0KUSU2DC1,长乐西路166号西安益田假日世界购物中心L1层,[],陕西省,diner,西安市,202,双人餐,麦当劳(西安益田假日世界购物中心店),"108.973715,34.269145",[],[],[],catering,618,4
B0FFGVYD6D,[],咖啡,[],[],餐饮服务;咖啡厅;咖啡厅,[],[],050500,0,[],新城区,[],18629563326,B0L3GOIVFQ,长乐西路166号益田假日外北广场游乐场旁集装箱01,[],陕西省,diner,西安市,202,"杨枝甘露,生椰拿铁",库迪咖啡(西安益田假日广场店),"108.973680,34.269641",[],[],[],catering,618,4
B0FFGVYD6D,[],西式快餐,[],[],餐饮服务;快餐厅;快餐厅,[],[],050300,0,[],新城区,[],029-82297768;4001597597,B0KDG4DU2K,长乐西路16-6号,[],陕西省,diner,西安市,202,"西西里风情尊牛多多笋鲜比萨,可可火山饼底,苏丹王榴莲红毛丹比萨,美式豪情牛肉培根菠萝比萨,黑松露风味菌菇鸡肉比萨,苏丹王榴莲多多给荔比萨,嫩滋肋眼牛排,芝士焗烤嫩汁三文鱼,香甜双虾菠萝比萨,英式惠灵顿菲力牛排比萨,可可熔岩芝士流心卷边,马德里风情牛腩大虾比萨,托斯卡纳风情芝浓三文鱼比萨,冬日暖饮,火山饼底,金尊猫山王榴莲多多比萨,照烧风味牛肉土豆比萨,意大利雪球芝士多肉多芝比萨,新加坡砂煲风味腊肠鸡肉比萨,呼伦贝尔羔羊排,双人餐",达美乐比萨(益田假日店),"108.973687,34.269451",[],[],[],catering,618,4
B0FFGVYD6D,[],饮品,[],[],餐饮服务;咖啡厅;星巴克咖啡,[],[],050501,1,[],新城区,[],029-89531997,B0HD71QGCX,长乐西路166号国际广场1层(朝阳门地铁站出入口旁),[],陕西省,diner,西安市,201,"奶油,三明治,提拉米苏,星冰乐",星巴克(西安益田假日世界店),"108.973590,34.269417",[],[],[],catering,618,4
B0FFGVYD6D,[],蛋糕店,[],[],餐饮服务;甜品店;甜品店|餐饮服务;糕饼店;糕饼店,[],[],050900|050800,0,[],新城区,[],029-83646923,B0GDJK244C,长乐西路益田假日世界L1-3,[],陕西省,diner,西安市,201,"库洛米蛋糕,草莓熊蛋糕,虎皮卷卷,冰山熔岩,奥巧半熟芝士,芋泥,生日蛋糕,芝士,蛋挞",好利来(益田店),"108.973722,34.269412",[],[],[],catering,618,4
